1,Normal
2,Normal
3,Normal
4,Normal
5,Normal
6,Normal
7,Normal
8,Normal
9,Normal
10,Normal
11,Normal
12,Normal
13,Normal
14,Normal
15,Normal
16,Normal
17,Normal
18,Condiciones Optimas
19,Normal
20,Normal
21,Normal
22,Normal
23,Lluvia
24,Lluvia
25,Lluvia
26,Lluvia
27,Lluvia
28,Lluvia
29,Lluvia
30,Normal
31,Normal
32,Normal
33,Normal
34,Normal
35,Normal
36,Normal
37,Normal
38,Normal
39,Normal
40,Normal
41,Normal
42,Normal
43,Normal
44,Normal
45,Normal
46,Normal
47,Normal
48,Normal
49,Normal
50,Normal
51,Normal
52,Normal
53,Normal
54,Normal
55,Normal
56,Normal
57,Normal
58,Normal
59,Normal
60,Normal
61,Normal
62,Normal
63,Normal
64,Normal
65,Normal
66,Normal
67,Normal
68,Lluvia
69,Lluvia
70,Lluvia
71,Lluvia
72,Lluvia
73,Lluvia
74,Lluvia
75,Lluvia máxima
76,Lluvia máxima
77,Lluvia máxima
78,Lluvia máxima
79,Lluvia
80,Lluvia
81,Lluvia
82,Lluvia
83,Lluvia
84,Lluvia máxima
85,Lluvia máxima
86,Lluvia
87,Lluvia
88,Lluvia
89,Lluvia
90,Sequía
91,Lluvia
92,Lluvia
93,Lluvia
94,Lluvia
95,Lluvia máxima
96,Lluvia máxima
97,Lluvia
98,Lluvia
99,Lluvia
100,Lluvia
101,Lluvia
102,Lluvia máxima
103,Lluvia máxima
104,Lluvia máxima
105,Lluvia máxima
106,Lluvia
107,Lluvia
108,Lluvia
109,Lluvia
110,Lluvia
111,Lluvia
112,Lluvia
113,Normal
114,Normal
115,Normal
116,Normal
117,Normal
118,Normal
119,Normal
120,Normal
121,Normal
122,Normal
123,Normal
124,Normal
125,Normal
126,Normal
127,Normal
128,Normal
129,Normal
130,Normal
131,Normal
132,Normal
133,Normal
134,Normal
135,Normal
136,Normal
137,Normal
138,Normal
139,Normal
140,Normal
141,Normal
142,Normal
143,Normal
144,Normal
145,Normal
146,Normal
147,Normal
148,Normal
149,Normal
150,Normal
151,Lluvia
152,Lluvia
153,Lluvia
154,Lluvia
155,Lluvia
156,Lluvia
157,Lluvia
158,Normal
159,Normal
160,Normal
161,Normal
162,Condiciones Optimas
163,Normal
164,Normal
165,Normal
166,Normal
167,Normal
168,Normal
169,Normal
170,Normal
171,Normal
172,Normal
173,Normal
174,Normal
175,Normal
176,Normal
177,Normal
178,Normal
179,Normal
180,Sequía
181,Normal
182,Normal
183,Normal
184,Normal
185,Normal
186,Normal
187,Normal
188,Normal
189,Normal
190,Normal
191,Normal
192,Normal
193,Normal
194,Normal
195,Normal
196,Normal
197,Normal
198,Condiciones Optimas
199,Normal
200,Normal
201,Normal
202,Normal
203,Lluvia
204,Lluvia
205,Lluvia
206,Lluvia
207,Lluvia
208,Lluvia
209,Lluvia
210,Normal
211,Normal
212,Normal
213,Normal
214,Normal
215,Normal
216,Normal
217,Normal
218,Normal
219,Normal
220,Normal
221,Normal
222,Normal
223,Normal
224,Normal
225,Normal
226,Normal
227,Normal
228,Normal
229,Normal
230,Normal
231,Normal
232,Normal
233,Normal
234,Normal
235,Normal
236,Normal
237,Normal
238,Normal
239,Normal
